sentence,language
"and rent a GOOD horror movie. It's like the writer had never seen a horror movie before and didn't realize every single thing he wrote was clichéd and hackneyed and has been parodied to perfection in movies like ""Scream"" and ""Scary Movie"".<br /><br />In between the scary bits is",English
"Okay. So I just got back. Before I start my review, let me tell you one thing: I wanted to like",English
Good grief I can't,English
This movie is a good example of the extreme lack of good writers and directors in Hollywood. The fact that people were paid to make this piece of junk shows that there is a lack of original ideas and talent in the entertainment business. The,English
"I wish I could give this movie a zero out of ten. Before going to this movie the day after it came out, I came on IMDb to check out the comments. A comment called the movie predictable and cheesy with terrible dialog. I never go by",English
"PROM NIGHT (2008)<br /><br />directed by: Nelson McCormick<br /><br />starring: Brittany Snow, Scott Porter, Jessica Stroup, and Dana",English
Note: I,English
"I went into this with my hopes up, by twenty minutes into the movie I couldn't have been more let down. Despite thinking that this would be another horribly bad remake, I kept my",English
"""Prom Night"" is a title-only remake of the 1980 slasher flick that starred Jamie Lee Curtis and Leslie Nielsen. This movie takes place in an Oregon town,",English
"If I could give this film a real rating, it would",English
I think it was an overrated PG-13 crap! At least BRITTANY SNOW's performance was good and,English
"I saw this movie a few days ago and gamely jumped during the scary parts. I must admit, I found it pretty decent...until I started",English
"Why Hollywood feels the need to remake movies that were so brilliant their prime (The Texas Chainsaw Massacre, The Hills Have Eyes) but is it considerably worse why Hollywood feels the need to remake those horror films that weren't brilliant to start with",English
OK this movie was made for one reason and one reason only TO MAKE MONEY!!The producers obviously didn't care about,English
The night of the prom: the most important night to any shallow girl composed almost entirely of plastic. And so the characters kept reminding us every ten minutes when some head-peckingly miniscule,English
The acting was horrendous as well as the screenplay. It was poorly put together and made,English
i saw this film by accident,English
"When I first saw the preview for this movie, I really couldn't wait to see it. The plot seemed good and the setting was great.",English
We have all,English
I'm a big fan of the TV series Largo Winch. This movie was pain for me. I had to use fast forward not to fell to sleep. It was,English
"First of all, if you'r a fan of the comic, well, you'll be VERY disappointed I'm",English
"In my knowledge, Largo winch was a famous Belgium comics (never read) telling the adventures of a playboy, a sort of James Bond without the spy life! So, when I had to choose a movie",English
"Chilly, alienating adaptation of Rebecca West's book about an Army Captain returning from duty in WWII with his memory impaired (now there's an original idea!). It seems he remembers old flame Glenda Jackson but not current wife Julie Christie, which should be enough",English
